epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2043.95,2.58222,1.9233,1.09586,0.81341,0.25076,0.26753,0.11063,2.42981,1.8022,1.10413,0.000990365,0.000990365,0.000990365
43,2092.54,2.5491,1.88397,1.09565,0.82144,0.23618,0.2666,0.11202,2.48804,1.80846,1.11833,0.000973861,0.000973861,0.000973861
44,2138.55,2.55565,1.89317,1.10701,0.80463,0.2648,0.28012,0.11102,2.45886,1.80464,1.10116,0.000957358,0.000957358,0.000957358
45,2187.1,2.53208,1.90378,1.09322,0.77759,0.1872,0.20576,0.08421,2.65923,2.06828,1.17197,0.000940855,0.000940855,0.000940855
46,2236.53,2.56581,1.89126,1.10569,0.79898,0.26316,0.27298,0.1154,2.39522,1.76833,1.08611,0.000924352,0.000924352,0.000924352
47,2287.5,2.52973,1.886,1.09027,0.81272,0.25355,0.26749,0.11235,2.43874,1.79688,1.10382,0.000907848,0.000907848,0.000907848
48,2336.83,2.54465,1.90681,1.08184,0.82049,0.25665,0.27647,0.1133,2.4524,1.85499,1.11442,0.000891345,0.000891345,0.000891345
49,2388.35,2.47456,1.84583,1.07987,0.80935,0.24408,0.26791,0.10988,2.46185,1.80246,1.09789,0.000874842,0.000874842,0.000874842
50,2437.91,2.49531,1.85035,1.09444,0.84756,0.25276,0.28347,0.12056,2.41186,1.77037,1.09711,0.000858338,0.000858338,0.000858338
51,2488.26,2.51118,1.86053,1.08514,0.81783,0.25908,0.27646,0.11652,2.41489,1.77532,1.09259,0.000841835,0.000841835,0.000841835
52,2538.8,2.51821,1.878,1.08204,0.8287,0.24882,0.27318,0.11501,2.42609,1.77166,1.10372,0.000825332,0.000825332,0.000825332
53,2587.9,2.48499,1.83982,1.08939,0.83129,0.24171,0.26492,0.1113,2.45992,1.78573,1.1153,0.000808828,0.000808828,0.000808828
54,2636.11,2.50102,1.84036,1.07894,0.82116,0.25276,0.27986,0.11939,2.43466,1.75617,1.10336,0.000792325,0.000792325,0.000792325
55,2680.4,2.44837,1.80179,1.08244,0.8253,0.23144,0.26161,0.10909,2.47965,1.88598,1.11503,0.000775822,0.000775822,0.000775822
56,2726.8,2.45695,1.79823,1.07903,0.81803,0.25539,0.27275,0.11672,2.39144,1.76566,1.09601,0.000759318,0.000759318,0.000759318
57,2774.95,2.43219,1.79319,1.06335,0.84099,0.24092,0.27459,0.11973,2.39156,1.83925,1.0951,0.000742815,0.000742815,0.000742815
58,2822.82,2.45621,1.80378,1.0763,0.83369,0.2575,0.29064,0.12308,2.37454,1.73745,1.09515,0.000726312,0.000726312,0.000726312
59,2871.15,2.46358,1.81138,1.08544,0.83899,0.2611,0.28451,0.11973,2.40298,1.78659,1.1039,0.000709809,0.000709809,0.000709809
60,2919.09,2.43807,1.77783,1.0708,0.85864,0.25355,0.29341,0.12578,2.39164,1.73283,1.0995,0.000693305,0.000693305,0.000693305
61,2966.99,2.42702,1.78755,1.08795,0.82121,0.26777,0.28367,0.12319,2.37764,1.71059,1.08955,0.000676802,0.000676802,0.000676802
62,3013.84,2.43504,1.80275,1.07095,0.83355,0.25276,0.28113,0.12189,2.40033,1.73877,1.09984,0.000660299,0.000660299,0.000660299
63,3062.07,2.43577,1.78837,1.06904,0.83197,0.26685,0.29543,0.12597,2.34807,1.70264,1.0798,0.000643795,0.000643795,0.000643795
64,3105.51,2.45424,1.78327,1.07584,0.82497,0.26777,0.29415,0.1292,2.37294,1.71762,1.093,0.000627292,0.000627292,0.000627292
65,3155.07,2.46383,1.80383,1.06957,0.83032,0.26295,0.29213,0.12612,2.37747,1.71261,1.09313,0.000610789,0.000610789,0.000610789
66,3206.72,2.3952,1.7505,1.07604,0.83502,0.24329,0.27578,0.11833,2.42126,1.74924,1.11357,0.000594286,0.000594286,0.000594286
67,3257.42,2.38663,1.74306,1.05748,0.81489,0.25513,0.26591,0.11442,2.45242,1.79136,1.11939,0.000577782,0.000577782,0.000577782
68,3308.16,2.40112,1.74045,1.07427,0.83201,0.26382,0.28885,0.11826,2.38772,1.74794,1.09309,0.000561279,0.000561279,0.000561279
69,3360,2.38466,1.74172,1.06563,0.84366,0.26913,0.29623,0.12761,2.3338,1.72519,1.08256,0.000544776,0.000544776,0.000544776
70,3411.33,2.36865,1.73872,1.04837,0.83726,0.26303,0.29569,0.12611,2.34287,1.72081,1.08696,0.000528272,0.000528272,0.000528272
71,3461.72,2.35539,1.73212,1.05176,0.83357,0.25331,0.27783,0.12009,2.36408,1.71075,1.08578,0.000511769,0.000511769,0.000511769
72,3511.84,2.35819,1.72806,1.04673,0.35421,0.25197,0.29547,0.12647,2.32536,1.73472,1.08319,0.000495266,0.000495266,0.000495266
73,3561.75,2.35879,1.73314,1.07752,0.33886,0.27014,0.29374,0.12439,2.34764,1.72962,1.08765,0.000478762,0.000478762,0.000478762
74,3613.06,2.34926,1.72884,1.06224,0.83523,0.25987,0.29313,0.12512,2.32823,1.68635,1.08331,0.000462259,0.000462259,0.000462259
75,3661.98,2.37822,1.70021,1.06508,0.32986,0.27488,0.29784,0.12874,2.36783,1.71045,1.09101,0.000445756,0.000445756,0.000445756
76,3711.61,2.35185,1.70276,1.05481,0.34158,0.25908,0.29372,0.12721,2.37895,1.74207,1.09138,0.000429253,0.000429253,0.000429253
77,3762.61,2.34303,1.7005,1.05979,0.83124,0.26619,0.29296,0.12717,2.35198,1.68762,1.08567,0.000412749,0.000412749,0.000412749
78,3809.12,2.33649,1.71344,1.05277,0.33663,0.27343,0.29741,0.12768,2.35144,1.72241,1.08031,0.000396246,0.000396246,0.000396246
79,3858.48,2.36298,1.72093,1.05629,0.36497,0.26261,0.30175,0.12982,2.36363,1.71922,1.09115,0.000379743,0.000379743,0.000379743
80,3902.59,2.36746,1.73079,1.05408,0.33626,0.27251,0.29807,0.1265,2.37549,1.70129,1.09189,0.000363239,0.000363239,0.000363239
81,3951.38,2.28102,1.67973,1.05066,0.35592,0.26538,0.30157,0.12977,2.34339,1.69817,1.08502,0.000346736,0.000346736,0.000346736
82,4003.11,2.29133,1.67265,1.04194,0.83993,0.26461,0.29796,0.12983,2.32844,1.71453,1.08013,0.000330233,0.000330233,0.000330233
83,4050.31,2.28354,1.67399,1.04432,0.33041,0.2733,0.30438,0.13348,2.33166,1.68255,1.08363,0.000313729,0.000313729,0.000313729
84,4099.52,2.30566,1.69149,1.05367,0.84823,0.27004,0.29381,0.12761,2.31823,1.67766,1.08132,0.000297226,0.000297226,0.000297226
85,4145.12,2.27866,1.66699,1.04004,0.3334,0.27725,0.30164,0.13137,2.33374,1.67635,1.08651,0.000280723,0.000280723,0.000280723
86,4190.14,2.26664,1.62679,1.05893,0.349,0.27019,0.30031,0.13156,2.32214,1.68155,1.08699,0.00026422,0.00026422,0.00026422
87,4242.13,2.29279,1.65396,1.04697,0.85182,0.27962,0.30816,0.13671,2.28977,1.66973,1.07458,0.000247716,0.000247716,0.000247716
88,4293.26,2.27699,1.64104,1.04566,0.33796,0.28006,0.30482,0.13499,2.30838,1.66861,1.08281,0.000231213,0.000231213,0.000231213
89,4345.13,2.28586,1.6433,1.04291,0.86685,0.26461,0.30419,0.13155,2.32074,1.65584,1.08121,0.00021471,0.00021471,0.00021471
90,4396.05,2.27058,1.63832,1.04352,0.34982,0.27725,0.30107,0.13037,2.33315,1.65717,1.08849,0.000198206,0.000198206,0.000198206
91,4452.37,2.20203,1.63117,1.07353,0.35108,0.26382,0.29806,0.13084,2.30293,1.65197,1.08678,0.000181703,0.000181703,0.000181703
92,4504.54,2.19182,1.60072,1.07542,0.33676,0.28041,0.3048,0.13498,2.30575,1.67871,1.08359,0.0001652,0.0001652,0.0001652
93,4555.82,2.1681,1.59023,1.0739,0.34454,0.27804,0.30462,0.13458,2.29238,1.64323,1.08273,0.000148696,0.000148696,0.000148696
94,4607.57,2.13491,1.57166,1.05713,0.35765,0.27093,0.30428,0.13333,2.2955,1.67006,1.08183,0.000132193,0.000132193,0.000132193
95,4658.81,2.16491,1.57168,1.06821,0.34256,0.27843,0.30183,0.13334,2.31479,1.66308,1.08681,0.00011569,0.00011569,0.00011569
96,4709.29,2.13357,1.56495,1.05162,0.36271,0.27725,0.30652,0.13465,2.29239,1.66601,1.08309,9.91865e-05,9.91865e-05,9.91865e-05
97,4760.89,2.11967,1.55443,1.05804,0.39715,0.28529,0.30649,0.13522,2.29113,1.65133,1.08136,8.26832e-05,8.26832e-05,8.26832e-05
98,4811.88,2.11522,1.54646,1.06352,0.37074,0.28304,0.30469,0.13566,2.30261,1.67833,1.08482,6.61799e-05,6.61799e-05,6.61799e-05
99,4863.65,2.11509,1.53974,1.05668,0.3362,0.29068,0.30589,0.13579,2.2861,1.66844,1.08402,4.96766e-05,4.96766e-05,4.96766e-05
100,4911.46,2.10138,1.52292,1.05685,0.3389,0.28357,0.30581,0.13523,2.28569,1.66678,1.08431,3.31733e-05,3.31733e-05,3.31733e-05
