epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,479.714,1.06267,0.66404,1.0662,0.95068,0.849,0.90164,0.54375,1.38962,0.81815,1.23447,0.000495266,0.000495266,0.000495266
73,486.292,1.08785,0.66701,1.07133,0.9597,0.86614,0.92032,0.54916,1.37366,0.7356,1.21323,0.000478762,0.000478762,0.000478762
74,492.843,1.06524,0.6433,1.06974,0.93074,0.87037,0.91117,0.55189,1.33687,0.75446,1.15801,0.000462259,0.000462259,0.000462259
75,499.374,1.06864,0.62992,1.07374,0.94434,0.8746,0.91535,0.55138,1.33852,0.77031,1.17856,0.000445756,0.000445756,0.000445756
76,505.901,1.09128,0.64893,1.06086,0.9473,0.85952,0.90638,0.52715,1.38309,0.81615,1.21084,0.000429253,0.000429253,0.000429253
77,512.376,1.01499,0.62586,1.04182,0.93811,0.86994,0.9186,0.54213,1.35635,0.76264,1.15815,0.000412749,0.000412749,0.000412749
78,518.99,1.04149,0.62729,1.05651,0.95317,0.87515,0.91755,0.53142,1.38326,0.74674,1.15819,0.000396246,0.000396246,0.000396246
79,525.5,1.02976,0.63604,1.05458,0.9596,0.85917,0.91437,0.54805,1.33285,0.79732,1.14168,0.000379743,0.000379743,0.000379743
80,532.027,1.0278,0.62942,1.04283,0.95556,0.85542,0.91989,0.54655,1.34031,0.78685,1.15356,0.000363239,0.000363239,0.000363239
81,538.545,1.04331,0.63202,1.04328,0.95801,0.89598,0.93123,0.53588,1.38973,0.74037,1.1624,0.000346736,0.000346736,0.000346736
82,545.121,1.012,0.62757,1.04588,0.95928,0.89077,0.92265,0.54195,1.36696,0.7523,1.13669,0.000330233,0.000330233,0.000330233
83,551.763,1.01764,0.5964,1.02844,0.95082,0.84372,0.91289,0.55239,1.32885,0.78526,1.16916,0.000313729,0.000313729,0.000313729
84,558.323,1.03974,0.62365,1.0402,0.95088,0.86823,0.92477,0.56204,1.33371,0.75662,1.17636,0.000297226,0.000297226,0.000297226
85,564.899,1.03575,0.61981,1.03692,0.95666,0.89367,0.93786,0.55378,1.35691,0.72339,1.18178,0.000280723,0.000280723,0.000280723
86,571.447,1.01058,0.6109,1.02966,0.97365,0.88557,0.93046,0.56981,1.34456,0.72001,1.16277,0.00026422,0.00026422,0.00026422
87,577.977,1.01008,0.61083,1.02832,0.93949,0.87837,0.92887,0.56688,1.34137,0.75567,1.19885,0.000247716,0.000247716,0.000247716
88,584.538,1.00052,0.61298,1.03154,0.90973,0.88036,0.91832,0.56804,1.29812,0.75306,1.17233,0.000231213,0.000231213,0.000231213
89,591.069,1.01137,0.61025,1.02679,0.93875,0.87118,0.91269,0.55739,1.30521,0.72564,1.17307,0.00021471,0.00021471,0.00021471
90,597.649,0.97855,0.60743,1.02703,0.9558,0.85565,0.91204,0.56627,1.30578,0.70022,1.16394,0.000198206,0.000198206,0.000198206
91,605.473,0.98366,0.60893,1.02412,0.95099,0.8551,0.91064,0.56377,1.33057,0.73614,1.17537,0.000181703,0.000181703,0.000181703
92,612.011,0.96609,0.59353,1.01619,0.97356,0.87578,0.92428,0.55525,1.346,0.7267,1.16405,0.0001652,0.0001652,0.0001652
93,618.581,0.92003,0.57615,0.99873,0.96475,0.87128,0.92117,0.5434,1.32892,0.71053,1.15644,0.000148696,0.000148696,0.000148696
94,625.099,0.93004,0.57006,1.00611,0.94898,0.89598,0.92621,0.55983,1.32797,0.71465,1.17625,0.000132193,0.000132193,0.000132193
95,631.547,0.93122,0.56674,0.98168,0.9187,0.87214,0.91064,0.53332,1.34077,0.74714,1.19227,0.00011569,0.00011569,0.00011569
96,638.022,0.90586,0.56716,1.00609,0.95052,0.86431,0.90525,0.54497,1.34223,0.75204,1.19789,9.91865e-05,9.91865e-05,9.91865e-05
97,644.47,0.89867,0.56211,0.99227,0.91774,0.86473,0.90751,0.54967,1.32887,0.75844,1.18555,8.26832e-05,8.26832e-05,8.26832e-05
98,651.056,0.88245,0.54618,0.98599,0.96993,0.85438,0.91595,0.5608,1.31125,0.7205,1.16752,6.61799e-05,6.61799e-05,6.61799e-05
99,657.644,0.90164,0.54499,0.98784,0.95558,0.86086,0.91687,0.56726,1.31828,0.70365,1.16305,4.96766e-05,4.96766e-05,4.96766e-05
100,664.163,0.91477,0.56645,0.99371,0.97212,0.88008,0.91956,0.56591,1.32762,0.70425,1.17014,3.31733e-05,3.31733e-05,3.31733e-05
