epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,965.242,2.71206,2.05922,1.13743,0.763,0.203,0.21004,0.07988,2.71589,2.03683,1.19365,0.00107288,0.00107288,0.00107288
20,1013.76,2.72716,2.04581,1.13719,0.77715,0.20458,0.2207,0.08723,2.66338,2.11711,1.15712,0.00103987,0.00103987,0.00103987
21,1063.07,2.70559,2.07552,1.13145,0.78686,0.23223,0.24139,0.09975,2.54914,1.9391,1.14209,0.00100687,0.00100687,0.00100687
22,1112.77,2.65458,1.99387,1.14088,0.7716,0.21801,0.22592,0.09614,2.55252,1.9698,1.14207,0.000973861,0.000973861,0.000973861
23,1163.93,2.686,2.02803,1.14282,0.78206,0.23065,0.23724,0.09646,2.58634,1.90134,1.14952,0.000940855,0.000940855,0.000940855
24,1214.43,2.62885,1.98278,1.12177,0.76387,0.23934,0.22778,0.08606,2.60498,1.93363,1.12937,0.000907848,0.000907848,0.000907848
25,1265.46,2.64227,1.96291,1.11124,0.79221,0.23618,0.25108,0.10246,2.50389,1.87093,1.12735,0.000874842,0.000874842,0.000874842
26,1317.38,2.58733,1.8927,1.10452,0.79075,0.25244,0.26356,0.10806,2.46716,1.83586,1.11259,0.000841835,0.000841835,0.000841835
27,1370.55,2.55116,1.90736,1.09567,0.80372,0.2425,0.26243,0.11294,2.4255,1.83351,1.10511,0.000808828,0.000808828,0.000808828
28,1421.8,2.55796,1.91606,1.10545,0.81187,0.25118,0.26069,0.10763,2.46558,1.84767,1.1146,0.000775822,0.000775822,0.000775822
29,1473.14,2.54838,1.8909,1.10583,0.82071,0.25151,0.26537,0.10719,2.46845,1.80714,1.10565,0.000742815,0.000742815,0.000742815
30,1526.22,2.53484,1.87187,1.09839,0.80944,0.24487,0.25562,0.10444,2.45894,1.81574,1.11614,0.000709809,0.000709809,0.000709809
31,1578.06,2.60963,1.93376,1.10168,0.79643,0.24803,0.26242,0.11413,2.43935,1.8072,1.11451,0.000676802,0.000676802,0.000676802
32,1631.2,2.59675,1.91413,1.11078,0.81226,0.25093,0.26639,0.11239,2.4599,1.78657,1.11692,0.000643795,0.000643795,0.000643795
33,1683.16,2.54642,1.88742,1.10348,0.81861,0.25039,0.26863,0.11233,2.47987,1.80731,1.12182,0.000610789,0.000610789,0.000610789
34,1735.43,2.52098,1.88167,1.08718,0.82941,0.22828,0.2627,0.10941,2.51847,1.80131,1.1275,0.000577782,0.000577782,0.000577782
35,1784.82,2.55308,1.87424,1.101,0.83695,0.24092,0.28137,0.11816,2.41637,1.76699,1.10986,0.000544776,0.000544776,0.000544776
36,1833.98,2.50873,1.87599,1.08357,0.81612,0.25671,0.27755,0.11646,2.41712,1.76964,1.10505,0.000511769,0.000511769,0.000511769
37,1883.56,2.53567,1.88739,1.09545,0.81722,0.24724,0.27464,0.11241,2.39804,1.76733,1.10027,0.000478762,0.000478762,0.000478762
38,1930.12,2.47221,1.8241,1.08792,0.81768,0.26461,0.27794,0.1182,2.39874,1.75239,1.10366,0.000445756,0.000445756,0.000445756
39,1980.41,2.42265,1.79236,1.08321,0.84714,0.24803,0.28911,0.12345,2.37442,1.74859,1.0945,0.000412749,0.000412749,0.000412749
40,2029,2.4696,1.81836,1.08187,0.84259,0.24756,0.27126,0.11357,2.43233,1.77391,1.10933,0.000379743,0.000379743,0.000379743
41,2085.25,2.37987,1.78642,1.11446,0.82559,0.26935,0.2844,0.1193,2.38121,1.72106,1.09501,0.000346736,0.000346736,0.000346736
42,2135.27,2.3631,1.75312,1.11526,0.83068,0.25918,0.28496,0.12044,2.39738,1.74281,1.1001,0.000313729,0.000313729,0.000313729
43,2186.61,2.37915,1.76402,1.1164,0.83591,0.25355,0.28465,0.12448,2.35906,1.72181,1.09387,0.000280723,0.000280723,0.000280723
44,2236.07,2.29611,1.73402,1.09863,0.83738,0.26875,0.28981,0.12313,2.39461,1.75323,1.10656,0.000247716,0.000247716,0.000247716
45,2287.35,2.3406,1.74547,1.10663,0.83536,0.25671,0.28485,0.12291,2.38012,1.70663,1.09851,0.00021471,0.00021471,0.00021471
46,2336.89,2.28843,1.72557,1.09443,0.83479,0.26382,0.2913,0.12562,2.33229,1.69633,1.08137,0.000181703,0.000181703,0.000181703
47,2387.11,2.29534,1.71366,1.09069,0.83628,0.26777,0.29058,0.12542,2.33405,1.71257,1.08478,0.000148696,0.000148696,0.000148696
48,2436.28,2.31116,1.72157,1.08962,0.83161,0.27251,0.29325,0.12801,2.30766,1.69535,1.08136,0.00011569,0.00011569,0.00011569
49,2485.64,2.27473,1.70994,1.09851,0.84867,0.25513,0.28909,0.12672,2.3127,1.69539,1.08408,8.26832e-05,8.26832e-05,8.26832e-05
50,2534.31,2.2645,1.68927,1.08241,0.85175,0.25592,0.29309,0.12943,2.30759,1.67616,1.08269,4.96766e-05,4.96766e-05,4.96766e-05
