epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,305.107,1.2473,0.8418,1.12265,0.85775,0.85345,0.8505,0.48601,1.50561,0.96339,1.25265,0.000610789,0.000610789,0.000610789
34,314.069,1.26992,0.85603,1.12997,0.89787,0.82782,0.87848,0.51134,1.47769,0.91912,1.18262,0.000577782,0.000577782,0.000577782
35,322.96,1.24631,0.82513,1.12118,0.89522,0.8439,0.86262,0.50389,1.55448,1.01469,1.28462,0.000544776,0.000544776,0.000544776
36,331.829,1.24149,0.81744,1.1422,0.86545,0.83677,0.87247,0.50798,1.50885,0.92257,1.25043,0.000511769,0.000511769,0.000511769
37,340.803,1.23494,0.80432,1.113,0.88178,0.8607,0.88094,0.52077,1.43232,0.90935,1.2491,0.000478762,0.000478762,0.000478762
38,349.766,1.23358,0.79669,1.10824,0.92285,0.83726,0.8771,0.51034,1.45166,0.92989,1.28248,0.000445756,0.000445756,0.000445756
39,358.701,1.23017,0.7937,1.12146,0.90223,0.83865,0.89198,0.5346,1.46209,0.88576,1.22004,0.000412749,0.000412749,0.000412749
40,367.654,1.21268,0.7868,1.11982,0.87654,0.84347,0.89673,0.51527,1.48539,0.87134,1.23257,0.000379743,0.000379743,0.000379743
41,377.668,1.18765,0.85728,1.10909,0.88656,0.82827,0.89541,0.53811,1.48309,0.95137,1.27016,0.000346736,0.000346736,0.000346736
42,386.649,1.19018,0.84285,1.10427,0.88143,0.86704,0.92097,0.5708,1.33991,0.8892,1.19802,0.000313729,0.000313729,0.000313729
43,395.548,1.16765,0.80974,1.11287,0.90919,0.8625,0.90678,0.53113,1.44799,0.87515,1.19118,0.000280723,0.000280723,0.000280723
44,404.486,1.14308,0.76959,1.08995,0.91677,0.84046,0.88997,0.53985,1.39105,0.88792,1.19883,0.000247716,0.000247716,0.000247716
45,413.375,1.11751,0.76712,1.08158,0.92274,0.85432,0.91796,0.55619,1.37639,0.84008,1.19599,0.00021471,0.00021471,0.00021471
46,422.295,1.10953,0.72883,1.07539,0.94046,0.85316,0.91885,0.55179,1.34475,0.82367,1.1645,0.000181703,0.000181703,0.000181703
47,431.204,1.07991,0.70786,1.05735,0.89754,0.86473,0.91453,0.55412,1.41186,0.82049,1.16319,0.000148696,0.000148696,0.000148696
48,440.157,1.09266,0.69504,1.06814,0.92598,0.88776,0.92746,0.57385,1.35495,0.80392,1.13566,0.00011569,0.00011569,0.00011569
49,449.039,1.07613,0.71856,1.06869,0.91072,0.88452,0.91623,0.56706,1.37517,0.80241,1.12881,8.26832e-05,8.26832e-05,8.26832e-05
50,457.88,1.04412,0.70981,1.05139,0.91493,0.88557,0.91752,0.55649,1.3734,0.79156,1.13063,4.96766e-05,4.96766e-05,4.96766e-05
